occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
1132149,"body,mold/impression",,,1,specimens,Amphibia,Temnospondyli,Trematosauridae,Tertremoides,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144081,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.849998,-13.5,"MNHN MAE 3039, skull (holotype)",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Tertremoides madagascariensis,NA,species,266660,Trematosaurus n. sp. madagascariensis,species,266660,recombined as,Lehman,1966,46587,Mahatsara,NA,,estimated from map,minutes,outcrop,"Based on map in Lehman (1956, Annals de Paleontologie 42: 65-94, Fig. 1)",gplates,702,mid,37.43,-34.43,scotese,702,mid,40.83,-44.44,seton,not computable using this model,NA,NA,NA,MG,,group of beds,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132148,"body,mold/impression",,,1,specimens,Amphibia,Temnospondyli,Rhytidosteidae,Mahavisaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144086,Induan,Smithian,-,251.902,248.9,250.401,3.002,49.083332,-13.233333,"MNHN MAE 3038, partial skull",MG,Diana,Ambilobe,Middle Sakamena,,,,Mahavisaurus dentatus,NA,species,251514,n. gen. Lyrosaurus n. sp. australis,species,251515,subjective synonym of,Lehman,1966,46587,Ambatobe,NA,,estimated from map,minutes,small collection,"Based on Google Earth and map in Lehman (1956, Annals de Paleontologie 42: 65-94, Fig. 1)",gplates,702,mid,37.85,-34.38,scotese,702,mid,41.27,-44.3,seton,not computable using this model,NA,NA,NA,MG,,bed,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132147,"body,mold/impression",,,NA,,Amphibia,Temnospondyli,Rhytidosteidae,Mahavisaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144083,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.933334,-13.366667,"MNHN MAE3037, MAE3031a, b",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Mahavisaurus dentatus,NA,species,251514,n. gen. Mahavisaurus n. sp. dentatus,species,251514,,Lehman,1966,46587,5 km NE of d'Irato,NA,,estimated from map,minutes,small collection,"Based on Google Earth and map in Lehman (1956, Annals de Paleontologie 42: 65-94, Fig. 1).\r\nMaganuco et al. (2014) state ""According to personal observations from one of us (GP) who tried to locate the clearing, Triassic outcrops in the neighbourhood of Iraro are not exposed NE of the village at present, whereas partially exposed outcrops can be found about 4km S-SE.""",gplates,702,mid,37.61,-34.38,scotese,702,mid,41.01,-44.36,seton,not computable using this model,NA,NA,NA,MG,,bed,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132146,"body,mold/impression",,,1,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Edingerella,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144081,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.849998,-13.5,"MNHN specimen, partial skull; referred to as Wetlugasaurus milloti in plate captions but Wetlugasaurus sp. in text",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Edingerella madagascariensis,NA,species,251496,Watsonisuchus madagascariensis,species,266664,recombined as,Steyer,2003,45192,Mahatsara,NA,,estimated from map,minutes,outcrop,"Based on map in Lehman (1956, Annals de Paleontologie 42: 65-94, Fig. 1)",gplates,702,mid,37.43,-34.43,scotese,702,mid,40.83,-44.44,seton,not computable using this model,NA,NA,NA,MG,,group of beds,"""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132145,"body,mold/impression",,,1,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Edingerella,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144080,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.916668,-13.416667,"MNHN specimen, partial skull; referred to as Wetlugasaurus milloti in plate captions but Wetlugasaurus sp. in text",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Edingerella madagascariensis,NA,species,251496,Watsonisuchus madagascariensis,species,266664,recombined as,Steyer,2003,45192,Madiromiary,NA,,estimated from map,minutes,outcrop,"Based on map in Lehman (1956, Annals de Paleontologie 42: 65-94, Fig. 1)",gplates,702,mid,37.55,-34.41,scotese,702,mid,40.96,-44.4,seton,not computable using this model,NA,NA,NA,MG,,group of beds,"M""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132144,"body,mold/impression",,,6,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Edingerella,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144080,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.916668,-13.416667,"MNHN MAE.3003, skull and postcranial remains (holotype). Additional MNHN specimens from same locality ",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Edingerella madagascariensis,NA,species,251496,Benthosuchus n. sp. madagascariensis,species,251496,recombined as,Lehman,1961,46578,Madiromiary,NA,,estimated from map,minutes,outcrop,"Based on map in Lehman (1956, Annals de Paleontologie 42: 65-94, Fig. 1)",gplates,702,mid,37.55,-34.41,scotese,702,mid,40.96,-44.4,seton,not computable using this model,NA,NA,NA,MG,,group of beds,"M""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1132143,"body,mold/impression",,,1,individuals,Amphibia,Temnospondyli,Trematosauridae,Wantzosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,MNHN,144080,Induan,Smithian,-,251.902,248.9,250.401,3.002,48.916668,-13.416667,"MNHN MAE 3030, partial skull (holotype)",MG,Diana,Ambilobe,Middle Sakamena,Sakamena,,,Wantzosaurus elongatus,NA,species,266631,n. gen. Wantzosaurus n. sp. elongatus,species,266631,,Lehman,1961,46578,Madiromiary,NA,,estimated from map,minutes,outcrop,"Based on map in Lehman (1956, Annals de Paleontologie 42: 65-94, Fig. 1)",gplates,702,mid,37.55,-34.41,scotese,702,mid,40.96,-44.4,seton,not computable using this model,NA,NA,NA,MG,,group of beds,"M""All previously described tetrapod specimens from the Diego Basin have been collected from the 'Couches à Poissons et Ammonites' (Besairie 1971) suggesting that the material described herein also pertains to this horizon, though this cannot be stated with absolute certainty."" The ""Couches à Poissons et Ammonites"" are equivalent to the Middle Sakamena Formation of the Morondava Basin. ""Biostratigraphical correlations based on ammonite faunas indicate referral of the 'Couches à Poissons et Ammonites' to the local Gyronitien Stage (Besairie 1971), which is equivalent to the Induan Stage of the Lower Triassic. This conclusion is supported by comparisons between the vertebrate faunas of Madagascar and the African mainland, which suggest that the Middle Sakamena Formation is intermediate in age between the Lystrosaurus and Cynognathus Assemblage Zones (Battail et al. 1987). Palynological data is also consistent with these interpretations (Wescott and Diggens 1998)."" (Ketchum & Barrett, 2004. Canadian Journal of Earth Sciences 41:1-8).\r\n""The presence of Magniestheria truempyi in the same formation (Shen et al., 2002) indicates an Early Smithian (Olenekian, Early Triassic) age by correlation with the well-constrained Triassic strata of the Germanic Basin (Kozur and Weems, 2010)."" (Falconnet et al. 2010. Comptes Rendus Palevol 11:357-369)\r\nGiven the conflicting suggestions of an Induan or early Olenekian age, an Induan–Smithian range is given here. ",Fossils preserved in ironstone nodules,"""siliciclastic""",nodular,,,deltaic indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1131983,body,,,1,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Peltostega,"brackish,freshwater,terrestrial",amphibious,carnivore,,120366,Smithian,,Olenekian,251.2,248.9,250.05,2.3,15.32,78.57,PIU U.121,SJ,,,Kongressfjellet,,Sticky Keep,,Peltostega erici,NA,species,251517,Peltostega wimani,species,266636,subjective synonym of,Nilsson,1946,46575,"Mt. Congress, fish horizon",NA,,estimated from map,2,outcrop,,gplates,309,mid,21.18,55.88,scotese,309,mid,9.1,42.31,seton,not computable using this model,NA,NA,NA,SJ,,group of beds,"From the ""Fischniveau"" (fish horizon) of the ""Posidonomya Beds"" (Wiman 1914; Nilsson 1942)",,"""shale""",black,lithified,,marine indet.,,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",,,PIU: Palaeontological Institute of the University of Uppsala,,phosphatic,NA,NA,NA,NA,NA,NA
1131982,body,,,1,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Peltostega,"brackish,freshwater,terrestrial",amphibious,carnivore,,120298,Smithian,,Olenekian,251.2,248.9,250.05,2.3,18.059999,78.25,"PIU U.39, partial skull (holotype)",SJ,,,Kongressfjellet,,Sticky Keep,,Peltostega erici,NA,species,251517,Peltostega n. sp. wimani,species,266636,subjective synonym of,Nilsson,1946,46575,Mt. Wallenberg,NA,,based on nearby landmark,2,outcrop,,gplates,311,mid,22.31,55.81,scotese,310,mid,9.96,42.34,seton,not computable using this model,NA,NA,NA,SJ,,group of beds,"From the ""Fischniveau"" (fish horizon) of the ""Posidonomya Beds"" (Wiman 1914; Nilsson 1942)",,"""shale""",black,lithified,,marine indet.,,macrofossils,,,,,,,taxonomic,survey of museum collection,,,PIU: Palaeontological Institute of the University of Uppsala,,phosphatic,NA,NA,NA,NA,NA,NA
1131973,body,,,2,specimens,Amphibia,Temnospondyli,Lyrocephaliscidae,Lyrocephaliscus,"brackish,freshwater,terrestrial",amphibious,carnivore,,120232,Smithian,,Olenekian,251.2,248.9,250.05,2.3,17.84,78.25,PIU U.74. 75,SJ,,,Kongressfjellet,,Sticky Keep,,Lyrocephaliscus euri,NA,species,266519,Lyrocephalus euri,species,266519,recombined as,Nilsson,1943,46574,Mt. Milne Edwards,NA,,based on nearby landmark,2,local area,,gplates,311,mid,22.24,55.79,scotese,310,mid,9.91,42.31,seton,not computable using this model,NA,NA,NA,SJ,,group of beds,"From the ""Fischniveau"" (fish horizon) of the ""Posidonomya Beds"" (Wiman 1914; Nilsson 1942)",,"""shale""",black,lithified,,marine indet.,,macrofossils,,,,,,,taxonomic,"field collection,survey of museum collection",,,PIU: Palaeontological Institute of the University of Uppsala,,phosphatic,NA,NA,NA,NA,NA,NA
