occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,family,genus,taxon_environment,life_habit,diet,early_interval,late_interval,time_bins,museum,collection_no,age_max,age_min,age_median,age_uncer_range,lng,lat,environment,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_rank,ref_author,ref_pubyr,reference_no.x,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,protected,stratscale,localsection,localbed,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,collection_comments,taxonomy_comments
790405,"body,concretion",,,2,individuals,Reptilia,NO_FAMILY_SPECIFIED,Kudnu,terrestrial,,,Induan,,Induan,,85560,251.902,251.2,251.551,0.702,148,-24.833332,fluvial indet.,"QM F9181 (type), 9182",AU,Queensland,,Arcadia,Rewan,,,species,Bartholomai,1979,28925,QMF L78 (Rewan Formation),NA,"""The Crater"", QML 78",estimated from map,minutes,outcrop,"""approximately 72 km southwest of Rolleston, central Queensland"" (Bartholomai, 1979)",gplates,801,mid,124.8,-69.82,scotese,801,mid,138.01,-58.72,seton,not computable using this model,,NA,NA,,member,,,"Warren et al. (2006) argued that the Arcadia Formation is likely earliest Triassic in age based upon SHRIMP, U/Pb and microflora evidence that the conformably underlying Sagittarius Sandstone of the Rewan Group is largely Permian in age. \r\n\r\n""Lower beds of the upper part of the Rewan Formation of the Mimosa Group [...] Howie (1972) has fully discussed the geological provenance and the reasons for assigning an Early Triassic age to the level from which the material is drawn."" (Bartholomai, 1979)\r\n\r\n""Lower Arcadia Formation, Rewan Group, Early Triassic (Scythian A1 of Cosgriff, 1984). Age of fauna equivalent to Lystrosaurus Zone of southern Africa."" (Warren & Hutchinson, 1990).\r\nNotes: The term ""Mimosa Group"" is obsolete and the former Rewan Formation was reranked to group status. Consequently, the original lithostratigraphic entries of this collection (which were following Bartholomai, 1979) have been changed (TL). \r\n\r\nAccording to Veevers et al. (1994, in Veevers & McA. Powell (eds.), GSA Mem. 184) the Arcadia Fm. constitutes the upper part of the Rewan Group. Hence, stratigraphic descriptions by Bartholomai (1979) and Warren & Hutchinson (1990) appear to refer approximately to the same stratigraphic level. ",,mudstone,ferruginous,,sandy,Y,ironstone,nodular,,,Y,foreland basin,,macrofossils,,,,,NA,,,,,,,,"QMF = fossil collections of the Queensland Museum, Brisbane",
790404,"body,concretion",,,2,individuals,Reptilia,Prolacertidae,Kadimakara,terrestrial,,,Induan,,Induan,,85560,251.902,251.2,251.551,0.702,148,-24.833332,fluvial indet.,"QM F6676, 6710 (type)",AU,Queensland,,Arcadia,Rewan,,,species,Bartholomai,1979,28925,QMF L78 (Rewan Formation),NA,"""The Crater"", QML 78",estimated from map,minutes,outcrop,"""approximately 72 km southwest of Rolleston, central Queensland"" (Bartholomai, 1979)",gplates,801,mid,124.8,-69.82,scotese,801,mid,138.01,-58.72,seton,not computable using this model,,NA,NA,,member,,,"Warren et al. (2006) argued that the Arcadia Formation is likely earliest Triassic in age based upon SHRIMP, U/Pb and microflora evidence that the conformably underlying Sagittarius Sandstone of the Rewan Group is largely Permian in age. \r\n\r\n""Lower beds of the upper part of the Rewan Formation of the Mimosa Group [...] Howie (1972) has fully discussed the geological provenance and the reasons for assigning an Early Triassic age to the level from which the material is drawn."" (Bartholomai, 1979)\r\n\r\n""Lower Arcadia Formation, Rewan Group, Early Triassic (Scythian A1 of Cosgriff, 1984). Age of fauna equivalent to Lystrosaurus Zone of southern Africa."" (Warren & Hutchinson, 1990).\r\nNotes: The term ""Mimosa Group"" is obsolete and the former Rewan Formation was reranked to group status. Consequently, the original lithostratigraphic entries of this collection (which were following Bartholomai, 1979) have been changed (TL). \r\n\r\nAccording to Veevers et al. (1994, in Veevers & McA. Powell (eds.), GSA Mem. 184) the Arcadia Fm. constitutes the upper part of the Rewan Group. Hence, stratigraphic descriptions by Bartholomai (1979) and Warren & Hutchinson (1990) appear to refer approximately to the same stratigraphic level. ",,mudstone,ferruginous,,sandy,Y,ironstone,nodular,,,Y,foreland basin,,macrofossils,,,,,NA,,,,,,,,"QMF = fossil collections of the Queensland Museum, Brisbane",
790390,body,,,1,individuals,Reptilia,Weigeltisauridae,Weigeltisaurus,terrestrial,volant,,Wuchiapingian,,Wuchiapingian,,85557,259.51,254.14,256.825,5.37,9.915833,51.0075,offshore,"specimen of Bürger collection, Bad Hersfeld",DE,Hesse,Hersfeld-Rotenburg,Werra,Zechstein,Kupferschiefer,,species,Schaumberg,1986,28937,Bodental (Nentershausen),NA,"Kupferschiefer, Copper Shale, Richelsdorfer Gebirge, Richelsdorf Mountains",estimated from map,seconds,hand sample,"The Bodental locality is a few kilometers SW of Nentershausen in the central part of the Richelsdorf Mts. (NE Hesse), Central Germany.",gplates,315,mid,29.31,25.09,scotese,315,mid,22.82,15.67,seton,not computable using this model,,NA,NA,,member,,,"The Kupferschiefer (T1) is the basalmost unit of the Werra Formation (Z1), the latter being the basalmost formation of the Zechstein Series (Uppermost Permian of Central Europe).",,claystone,"black,brown",lithified,,Y,,,,,,,"Deposition took place ""below wave base in a stratified water body (Paul, 1986a)"" (Becker & Bechstädt, 2006, Sedimentology 53, pp. 1083–1120)\r\n""Sedimentation rates during Kupferschiefer deposition were low (5 mm kyr)1; Füchtbauer, 1968). The Kupferschiefer is thus interpreted as a condensed section, which formed during maximum flooding (Ross & Ross, 1995; Strohmenger et al., 1996a)."" (Becker & Bechstädt, 2006)",macrofossils,,,,,NA,,allochthonous,time-averaged,,,,,The specimen comes from the spoil heap of an abandoned copper mine.,
790389,body,variable,,1,individuals,Reptilia,Captorhinidae,Labidosaurikos,terrestrial,ground dwelling,"insectivore, herbivore",Kungurian,,Kungurian,FMNH,85555,283.5,273.01,278.255,10.49,-99.548615,33.7575,coarse channel fill,CNHM UR 113; from east end of locality,US,Texas,Knox,Vale,Clear Fork,,,species,Olson,1954,26907,Locality KH (Upper Vale Fm.),NA,,estimated from map,seconds,outcrop,"""Southern margin of valley of North Wichita River""; for details see map on p. 188 in Olson (1948)",gplates,101,mid,-29.17,1.9,scotese,101,mid,-28.24,3.7,seton,not computable using this model,,NA,NA,,member,,,"""Robert Roth, of the Humble Oil and Refining Company of Wichita Falls, Texas, believes that surface and subsurface data show that the beds in question are part of the 'Bullwagon' member of the Vale formation. This places the section high in the Vale, just below the Choza."" (Olson, 1948 p. 190);\r\n""base of upper part of Vale"" (Olson, 1954)\r\nthe base and top of the Clear Fork Group (i.e., Arroyo, Vale, and Choza formations) are both within the Kungurian: see Wardlaw 2005 (Permophiles) for the base, and DiMichele et al. 2001 (J Paleont) for the top","""The channel fill is largely clay pebble conglomerate, with pebbles ranging from a few millimeters to about 8 cm. in diameter. Rounding of the pebbles is uniformly high, but sphericity is varied. [...] The coarsest material tend to lie at the center of the channel, whereas the marginal parts are predominantly sand or clay with fine scattered pebbles."" Olson (1948, p. 191)",conglomerate,"pebbly,green,red",,,Y,,,,,,foreland basin,"""The channels are evidence that a rather large, braided stream passed north or south over the area in a valley of considerable width. The region must have had a moderately high annual rainfall to support the fauna and flora. The total rainfall was perhaps not greatly different from what it is today, and the temperature may have been quite similar, with possibly less seasonal variation. The rains, however appear to have been periodic and torrential [...] "" Olson (1948, p. 192)",macrofossils,,,,,NA,,,snapshot,,,,,,"This collection represents the scattered finds at the locality. Olson (1958) subdivided the locality into four sub-locations: Clay Hill site, Diplocaulus Quarry Site, and Chocolate Hill Site."
790388,body,medium,,2,individuals,Reptilia,Captorhinidae,Labidosaurikos,terrestrial,ground dwelling,"insectivore, herbivore",Kungurian,,Kungurian,,85556,283.5,273.01,278.255,10.49,-99.40667,33.736942,terrestrial indet.,"CNHM UR 114, 116",US,Texas,Baylor,Vale,Clear Fork,,,species,Olson,1954,26907,Crooked Creek (Lower Vale Fm.),NA,,estimated from map,seconds,outcrop,"""Crooked Creek area""",gplates,101,mid,-29.08,1.83,scotese,101,mid,-28.15,3.63,seton,not computable using this model,,NA,NA,,group of beds,,,"""Lower Part of Vale formation""\r\nthe base and top of the Clear Fork Group (i.e., Arroyo, Vale, and Choza formations) are both within the Kungurian: see Wardlaw 2005 (Permophiles) for the base, and DiMichele et al. 2001 (J Paleont) for the top",,not reported,,,,,,,,,,foreland basin,,macrofossils,,,,,NA,,,snapshot,,,,,,
790369,body,variable,,1,individuals,Reptilia,Captorhinidae,Captorhinus,terrestrial,ground dwelling,"insectivore, herbivore",Kungurian,,Kungurian,FMNH,85552,283.5,273.01,278.255,10.49,-99.575836,33.665001,coarse channel fill,CNHM UR 118,US,Texas,Knox,Vale,Clear Fork,"""Bullwagon""",,species,Olson,1954,26907,Locality KC (Upper Vale Fm.),NA,,estimated from map,seconds,small collection,"""South Walls of valley of South Wichita River, west of Vera-Gilliland Road""; for details see map on p. 188 in Olson (1948)",gplates,101,mid,-29.24,1.84,scotese,101,mid,-28.31,3.63,seton,not computable using this model,,NA,NA,,member,,,"""Robert Roth, of the Humble Oil and Refining Company of Wichita Falls, Texas, believes that surface and subsurface data show that the beds in question are part of the 'Bullwagon' member of the Vale formation. This places the section high in the Vale, just below the Choza."" Olson (1948 p. 190);\r\nthe base and top of the Clear Fork Group (i.e., Arroyo, Vale, and Choza formations) are both within the Kungurian: see Wardlaw 2005 (Permophiles) for the base, and DiMichele et al. 2001 (J Paleont) for the top","""The channel fill is largely clay pebble conglomerate, with pebbles ranging from a few millimeters to about 8 cm. in diameter. Rounding of the pebbles is uniformly high, but sphericity is varied. [...] The coarsest material tend to lie at the center of the channel, whereas the marginal parts are predominantly sand or clay with fine scattered pebbles."" Olson (1948, p. 191)",conglomerate,"pebbly,green,red",,,Y,,,,,,foreland basin,"""The channels are evidence that a rather large, braided stream passed north or south over the area in a valley of considerable width. The region must have had a moderately high annual rainfall to support the fauna and flora. The total rainfall was perhaps not greatly different from what it is today, and the temperature may have been quite similar, with possibly less seasonal variation. The rains, however appear to have been periodic and torrential [...] "" Olson (1948, p. 192)",macrofossils,,,,,NA,,,snapshot,,,,,,"The taxon Edaphosauridae sp., represented by the specimen CNHM UR 29, was removed from the taxon list according to Modesto et al. (2016; cf. PBD collection no. <a href=""https://paleobiodb.org/classic/basicCollectionSearch?collection_no=85551"">85551</a>)"
790366,body,variable,,NA,,Reptilia,Captorhinidae,Labidosaurus,terrestrial,ground dwelling,"insectivore, herbivore",Kungurian,,Kungurian,FMNH,12976,283.5,273.01,278.255,10.49,-99.599998,33.703335,dry floodplain,,US,Texas,Knox,Vale,Clear Fork,"""Bullwagon""",,genus,Olson,1948,28928,Locality KD,NA,(Upper Vale Fm.) Main site,estimated from map,seconds,outcrop,"""Valley of South Wichita River, north of River and East of Vera-Gilliland Road""; for details see map on p. 188 in Olson (1948)",gplates,101,mid,-29.23,1.88,scotese,101,mid,-28.31,3.68,seton,not computable using this model,,NA,NA,,group of beds,,,"""Robert Roth, of the Humble Oil and Refining Company of Wichita Falls, Texas, believes that surfacer and subsurface data show that the beds in question are part of the 'Bullwagon' member of the Vale formation. This places the section high in the Vale, just below the Choza."" Olson (1948 p. 190);\r\nthe base and top of the Clear Fork Group (i.e., Arroyo, Vale, and Choza formations) are both within the Kungurian: see Wardlaw 2005 (Permophiles) for the base, and DiMichele et al. 2001 (J Paleont) for the top","""The channel fill is largely clay pebble conglomerate, with pebbles ranging from a few millimeters to about 8 cm. in diameter. Rounding of the pebbles is uniformly high, but sphericity is varied. [...] The coarsest material tend to lie at the center of the channel, whereas the marginal parts are predominantly sand or clay with fine scattered pebbles."" Olson (1948, p. 191)",conglomerate,"pebbly,green,red",,,Y,siltstone,lenticular,,,Y,foreland basin,"""The channels are evidence that a rather large, braided stream passed north or south over the area in a valley of considerable width. The region must have had a moderately high annual rainfall to support the fauna and flora. The total rainfall was perhaps not greatly different from what it is today, and the temperature may have been quite similar, with possibly less seasonal variation. The rains, however appear to have been periodic and torrential [...] "" Olson (1948, p. 192)",mesofossils,,,,,NA,,,snapshot,,,,,"Olson (1958) divided the locality into Quarry Site and Weathered Boulder Site, leaving the main one for recording scattered finds",
790356,body,variable,,NA,,Reptilia,Captorhinidae,Captorhinus,terrestrial,ground dwelling,"insectivore, herbivore",Kungurian,,Kungurian,FMNH,85551,283.5,273.01,278.255,10.49,-99.576942,33.676109,coarse channel fill,,US,Texas,Knox,Vale,Clear Fork,"""Bullwagon""",,genus,Olson,1948,28928,Locality KB (Upper Vale Fm.),NA,,estimated from map,seconds,small collection,"""Valley of South Wichita River, south of River and East of Vera-Gilliland Road""; for details see map on p. 188 in Olson (1948)",gplates,101,mid,-29.23,1.85,scotese,101,mid,-28.3,3.64,seton,not computable using this model,,NA,NA,,member,,,"""Robert Roth, of the Humble Oil and Refining Company of Wichita Falls, Texas, believes that surface and subsurface data show that the beds in question are part of the 'Bullwagon' member of the Vale formation. This places the section high in the Vale, just below the Choza."" Olson (1948 p. 190);\r\nthe base and top of the Clear Fork Group (i.e., Arroyo, Vale, and Choza formations) are both within the Kungurian: see Wardlaw 2005 (Permophiles) for the base, and DiMichele et al. 2001 (J Paleont) for the top","""The channel fill is largely clay pebble conglomerate, with pebbles ranging from a few millimeters to about 8 cm. in diameter. Rounding of the pebbles is uniformly high, but sphericity is varied. [...] The coarsest material tend to lie at the center of the channel, whereas the marginal parts are predominantly sand or clay with fine scattered pebbles."" Olson (1948, p. 191)",conglomerate,"pebbly,green,red",,,Y,,,,,,foreland basin,"""The channels are evidence that a rather large, braided stream passed north or south over the area in a valley of considerable width. The region must have had a moderately high annual rainfall to support the fauna and flora. The total rainfall was perhaps not greatly different from what it is today, and the temperature may have been quite similar, with possibly less seasonal variation. The rains, however appear to have been periodic and torrential [...] "" Olson (1948, p. 192)",macrofossils,,,,,NA,,,snapshot,,,,,,"Although Olson (1956:331) stated that FMNH UR 29 was collected from locality KC (also in the upper part of the Clear Fork Formation; Olson, 1958: table 1), this is likely a lapsus calami, judging from his statement that this specimen was preserved in association with <i>Captorhinus</i>, and from his faunal lists for localities KB and KC in Olson (1958:430), which list <i>Captorhinus</i> and Edaphosaurid, n. gen., unnamed for the locality KB, whereas neither taxon is listed for KC in the 1958 publication. (Modesto et al, 2016)."
790285,body,,,1,individuals,Reptilia,Weigeltisauridae,Weigeltisaurus,terrestrial,volant,,Wuchiapingian,,Wuchiapingian,,85484,259.51,254.14,256.825,5.37,11.516667,51.516666,offshore,GM 1462 (type); specimen formerly assigned to Protorosaurus speneri,DE,Saxony Anhalt,Mansfelder Land,Werra,Zechstein,Kupferschiefer,,species,Weigelt,1930,28917,Mansfeld mining district,NA,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",based on nearby landmark,minutes,local area,"The Mansfeld Trough lies SE of the Hartz Mountains, and has many old mining facilities. Lat long is for the town of Eisleben.",gplates,315,mid,30.18,25.11,scotese,315,mid,23.79,16.3,seton,not computable using this model,,NA,NA,,member,,,"The Kupferschiefer (T1) is the basalmost unit of the Werra Formation (Z1), the latter being the basalmost formation of the Zechstein Series (Uppermost Permian of Central Europe).\r\nBrauns et al. (2003) reported a date of 257.3±1.6 Ma (Late Permian/Lopingian: Wuchiapingian) for the Kupferschiefer based on a Re-Os geochronological study. The presence of the conodont Mesogondolella britannica in Kupferschiefer equivalents supports a middle Wuchiapingian age for the Protorosaurus-bearing levels (Legler et al. 2005, 2008).",,claystone,black,lithified,,Y,,,,,,foreland basin,"Deposition took place ""below wave base in a stratified water body (Paul, 1986a)"" (Becker & Bechstädt, 2006, Sedimentology 53, pp. 1083–1120)\r\n""Sedimentation rates during Kupferschiefer deposition were low (5 mm kyr)1; Füchtbauer, 1968). The Kupferschiefer is thus interpreted as a condensed section, which formed during maximum flooding (Ross & Ross, 1995; Strohmenger et al., 1996a)."" (Becker & Bechstädt, 2006)",macrofossils,,,,,NA,,,time-averaged,,,,,"The fossils come from the spoil heaps of the copper mines.\r\nGM = Geiseltalmuseum of the Martin-Luther-Universität, Halle/Saale, Germany\r\nSSWG = Geological Institute of the Ernst-Moritz-Arndt-Universität, Greifswald, Germany",
790284,body,,,2,individuals,Reptilia,NO_FAMILY_SPECIFIED,Protorosaurus,terrestrial,,,Wuchiapingian,,Wuchiapingian,,85484,259.51,254.14,256.825,5.37,11.516667,51.516666,offshore,"then in the collection of the ""M.A.-G. Eisleben""",DE,Saxony Anhalt,Mansfelder Land,Werra,Zechstein,Kupferschiefer,,species,Weigelt,1930,28918,Mansfeld mining district,NA,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",based on nearby landmark,minutes,local area,"The Mansfeld Trough lies SE of the Hartz Mountains, and has many old mining facilities. Lat long is for the town of Eisleben.",gplates,315,mid,30.18,25.11,scotese,315,mid,23.79,16.3,seton,not computable using this model,,NA,NA,,member,,,"The Kupferschiefer (T1) is the basalmost unit of the Werra Formation (Z1), the latter being the basalmost formation of the Zechstein Series (Uppermost Permian of Central Europe).\r\nBrauns et al. (2003) reported a date of 257.3±1.6 Ma (Late Permian/Lopingian: Wuchiapingian) for the Kupferschiefer based on a Re-Os geochronological study. The presence of the conodont Mesogondolella britannica in Kupferschiefer equivalents supports a middle Wuchiapingian age for the Protorosaurus-bearing levels (Legler et al. 2005, 2008).",,claystone,black,lithified,,Y,,,,,,foreland basin,"Deposition took place ""below wave base in a stratified water body (Paul, 1986a)"" (Becker & Bechstädt, 2006, Sedimentology 53, pp. 1083–1120)\r\n""Sedimentation rates during Kupferschiefer deposition were low (5 mm kyr)1; Füchtbauer, 1968). The Kupferschiefer is thus interpreted as a condensed section, which formed during maximum flooding (Ross & Ross, 1995; Strohmenger et al., 1996a)."" (Becker & Bechstädt, 2006)",macrofossils,,,,,NA,,,time-averaged,,,,,"The fossils come from the spoil heaps of the copper mines.\r\nGM = Geiseltalmuseum of the Martin-Luther-Universität, Halle/Saale, Germany\r\nSSWG = Geological Institute of the Ernst-Moritz-Arndt-Universität, Greifswald, Germany",
